id,age,gender,income,education,region,loyalty_status,promotion_usage,satisfaction_score,Frequency,Monetary
474,29,Male,43928.0,Masters,West,Regular,1,5,3,13736.0
475,29,Female,26969.0,Masters,North,Silver,0,5,6,10298.0
477,38,Male,17333.0,HighSchool,West,Silver,0,5,4,6088.0
485,33,Male,18159.0,College,North,Regular,0,6,1,4519.0
488,27,Female,11689.0,HighSchool,East,Regular,0,5,1,3637.0
492,36,Female,19323.0,College,West,Regular,0,6,6,8726.0
495,26,Male,16292.0,College,East,Regular,0,6,1,5955.0
503,35,Female,46536.0,Bachelor,West,Regular,0,5,4,11987.0
505,23,Male,42927.0,HighSchool,West,Regular,0,6,8,17164.0
506,30,Female,10310.0,Masters,West,Regular,1,6,1,3808.0
513,34,Male,8479.0,College,South,Regular,0,4,1,3011.0
517,29,Female,40848.0,Bachelor,North,Silver,0,7,6,10565.009999999998
520,29,Female,24623.0,HighSchool,South,Regular,0,4,2,8739.0
525,35,Female,25190.0,College,West,Silver,0,7,1,6802.0
526,32,Male,21555.0,College,South,Silver,1,6,2,7049.0
537,35,Male,27644.0,HighSchool,North,Silver,1,5,6,9356.01
550,28,Female,17975.0,HighSchool,West,Regular,0,4,2,7087.0
564,37,Female,42899.0,Bachelor,South,Silver,1,4,6,15171.01
565,25,Male,38218.0,Bachelor,East,Silver,1,4,8,12888.01
573,27,Male,8906.0,Masters,East,Gold,1,4,1,3783.0
574,31,Female,10743.0,College,East,Regular,0,4,1,4067.0
576,36,Female,5863.0,Bachelor,South,Regular,0,4,1,1889.0
579,23,Male,44824.0,College,West,Regular,1,4,4,12727.0
582,30,Male,19501.0,HighSchool,West,Regular,0,5,1,6179.0
586,29,Male,40497.0,Bachelor,North,Silver,0,5,12,14650.0
591,17,Male,26406.0,College,South,Regular,1,5,4,9092.0
615,35,Female,46817.0,HighSchool,North,Regular,1,6,6,14156.0
617,28,Female,46747.0,HighSchool,North,Regular,0,5,7,19859.0
619,25,Female,10929.0,Masters,East,Silver,1,4,1,3902.0
625,26,Male,6402.0,HighSchool,South,Regular,0,4,1,2171.0
629,24,Female,23527.0,HighSchool,West,Regular,0,6,2,7827.0
633,32,Female,47225.0,College,South,Gold,0,5,19,17901.0
648,29,Male,9086.0,Masters,East,Silver,1,5,1,3271.0
652,30,Female,41801.0,College,North,Regular,0,7,20,17184.02
656,26,Male,44099.0,Bachelor,North,Silver,0,6,7,14230.99
670,35,Male,47016.0,College,East,Regular,0,5,15,15901.02
673,32,Female,20198.0,College,East,Silver,0,5,1,5908.0
674,28,Female,15888.0,College,South,Silver,0,4,4,7142.0
675,30,Male,6137.0,College,East,Regular,0,4,1,1953.0
690,21,Male,29916.0,HighSchool,East,Silver,0,4,5,10995.0
691,30,Female,44257.0,College,South,Silver,1,4,4,13964.0
696,41,Female,6470.0,HighSchool,North,Silver,0,5,1,2139.0
699,32,Female,32906.0,HighSchool,East,Silver,0,4,3,12276.99
702,23,Male,6557.0,College,East,Silver,0,7,1,2345.0
709,31,Female,7832.0,HighSchool,North,Gold,1,5,1,2375.0
713,30,Female,23450.0,HighSchool,South,Silver,1,4,3,7623.99
717,34,Male,41179.0,Bachelor,North,Gold,1,3,7,14936.0
753,32,Male,40782.0,College,East,Silver,0,5,3,14052.0
757,35,Male,17341.0,HighSchool,West,Silver,0,3,3,6911.0
759,21,Female,40376.0,Bachelor,West,Regular,0,3,19,15849.0
774,23,Female,29367.0,College,North,Silver,0,4,2,9803.0
776,38,Female,23027.0,Masters,East,Regular,1,5,1,6460.0
778,29,Female,31374.0,Bachelor,South,Silver,0,5,3,10984.0
783,30,Female,47408.0,College,North,Silver,0,5,6,15349.0
785,24,Female,8675.0,Bachelor,South,Silver,1,3,1,2306.0
789,22,Female,46079.0,HighSchool,South,Regular,1,5,5,15975.0
791,32,Male,17797.0,Bachelor,East,Regular,0,6,4,6938.01
794,31,Male,25335.0,Masters,West,Regular,0,4,7,7619.0
803,34,Male,45379.0,College,East,Regular,0,5,7,19935.989999999998
804,35,Male,6243.0,Bachelor,East,Regular,0,5,1,2516.0
805,31,Female,38370.0,HighSchool,West,Silver,0,5,7,15311.99
813,30,Female,44874.0,College,North,Silver,1,6,7,13299.009999999998
821,25,Female,23527.0,College,South,Regular,1,5,1,6647.0
822,33,Male,14035.0,College,West,Gold,1,6,1,5211.0
832,27,Female,9323.0,College,West,Regular,1,6,1,3109.0
834,37,Male,46588.0,Bachelor,South,Regular,0,6,5,17162.0
839,30,Male,44171.0,College,West,Silver,0,5,2,13940.0
843,28,Male,36817.0,College,North,Silver,1,4,25,16315.99
853,35,Female,13118.0,College,North,Regular,0,5,1,5274.0
857,23,Male,37047.0,Bachelor,North,Regular,1,7,2,9823.0
867,22,Male,39996.0,Bachelor,West,Silver,1,6,2,10214.0
874,34,Male,46976.0,HighSchool,East,Regular,1,6,18,19388.0
877,34,Female,39481.0,HighSchool,North,Regular,0,5,10,14562.01
881,32,Male,11344.0,HighSchool,East,Silver,0,6,1,3712.0
884,35,Female,38905.0,Bachelor,West,Regular,1,5,5,15559.0
887,25,Male,43635.0,Bachelor,South,Gold,1,6,9,13435.0
897,31,Male,28404.0,College,West,Silver,1,7,1,6529.0
903,31,Female,44422.0,Bachelor,East,Gold,0,6,3,12820.0
921,28,Male,39154.0,Bachelor,East,Silver,0,6,5,15024.0
924,32,Male,37378.0,HighSchool,South,Regular,0,4,4,12723.0
929,41,Male,41430.0,College,South,Regular,0,5,28,17678.01
934,29,Female,43720.0,Bachelor,East,Regular,1,7,4,14488.99
949,29,Female,13429.0,Bachelor,West,Regular,0,5,1,6667.0
950,25,Female,19461.0,College,East,Regular,0,3,3,6104.0
954,31,Male,44121.0,Bachelor,East,Regular,0,4,15,16804.010000000002
956,23,Male,28209.0,HighSchool,West,Regular,0,6,1,9032.0
958,31,Male,44818.0,Masters,North,Regular,0,5,2,11191.0
961,34,Male,49663.0,HighSchool,South,Silver,0,7,1,12079.0
966,30,Male,23466.0,Bachelor,North,Regular,1,6,3,7865.0
967,22,Male,26277.0,College,West,Silver,1,5,6,9623.0
980,31,Male,43475.0,College,East,Gold,1,4,5,15618.0
981,40,Female,33181.0,HighSchool,East,Silver,0,7,4,10901.0
986,27,Female,10221.0,HighSchool,West,Regular,0,4,1,3365.0
1004,29,Male,25139.0,College,South,Silver,0,5,3,9545.0
1023,36,Male,21496.0,Bachelor,West,Regular,0,5,1,7472.0
1026,31,Male,37514.0,College,North,Regular,0,4,19,15376.0
1033,26,Male,23817.0,College,East,Regular,0,3,3,9602.0
1041,25,Female,17534.0,Bachelor,West,Regular,1,4,2,6635.0
1044,29,Female,19435.0,College,West,Silver,0,4,3,6939.01
1046,25,Female,15834.0,Bachelor,West,Regular,1,5,1,5163.0
1054,26,Female,34159.0,HighSchool,South,Regular,0,5,9,13994.0
1055,35,Male,23565.0,College,West,Regular,0,5,2,9232.0
1058,30,Female,30122.0,HighSchool,West,Silver,0,3,6,10834.99
1060,32,Male,17655.0,College,West,Regular,0,5,1,4280.0
1061,37,Female,16560.0,College,West,Silver,0,5,1,5054.0
1071,32,Female,47912.0,HighSchool,North,Regular,0,5,10,17633.0
1078,29,Female,24299.0,Masters,East,Gold,0,6,4,10466.0
1092,19,Male,29423.0,HighSchool,North,Regular,1,3,3,11513.0
1100,29,Female,43712.0,HighSchool,North,Silver,0,5,6,18519.01
1117,30,Female,25946.0,College,South,Silver,1,5,2,8097.0
1122,24,Female,40936.0,College,North,Silver,0,4,2,14243.0
1123,36,Female,40416.0,College,East,Regular,0,6,3,11565.99
1127,30,Female,18654.0,HighSchool,South,Silver,0,4,6,7564.0
1138,36,Female,35531.0,College,South,Silver,0,6,4,12273.009999999998
1140,29,Male,41924.0,College,South,Regular,0,5,17,16275.02
1147,26,Male,48650.0,Bachelor,South,Regular,1,7,21,18593.010000000002
1153,33,Male,8513.0,College,West,Regular,0,6,1,3282.0
1156,31,Female,48351.0,College,West,Regular,0,4,2,12833.0
1163,30,Male,23478.0,College,East,Regular,1,5,1,7288.0
1166,21,Female,29322.0,College,West,Regular,0,5,3,9811.0
1170,37,Female,24806.0,Bachelor,East,Silver,1,7,8,8541.0
1174,31,Female,18146.0,College,North,Silver,1,4,1,8093.0
1176,33,Male,10570.0,Bachelor,East,Regular,0,6,1,3875.0
1177,27,Female,5311.0,College,North,Regular,0,6,1,1889.0
1183,30,Male,28116.0,Masters,South,Gold,0,6,7,8661.01
1194,31,Female,36979.0,HighSchool,North,Silver,0,5,3,12218.0
1197,27,Male,43578.0,HighSchool,North,Silver,0,6,13,15875.01
1200,32,Female,33979.0,Bachelor,South,Silver,0,3,7,11723.0
1218,23,Male,44322.0,College,West,Regular,0,4,8,19831.02
1222,26,Female,5926.0,Bachelor,East,Regular,0,4,1,1959.0
1225,28,Male,6368.0,HighSchool,South,Regular,0,6,1,1874.0
1231,26,Female,10000.0,Masters,South,Regular,0,6,1,3166.0
1247,31,Female,42954.0,College,South,Gold,0,6,6,10527.01
1249,36,Male,38852.0,HighSchool,West,Regular,0,5,8,18236.0
1256,26,Male,39773.0,College,North,Silver,0,2,3,14961.0
1257,25,Male,38163.0,College,North,Regular,0,4,2,11072.0
1261,33,Female,20608.0,College,East,Silver,0,5,3,7758.0
1279,30,Male,24382.0,Bachelor,East,Regular,0,5,1,7892.0
1286,30,Female,17971.0,Bachelor,East,Regular,1,4,1,5930.0
1310,30,Female,38004.0,HighSchool,West,Silver,0,5,8,11508.009999999998
1319,36,Male,46871.0,Bachelor,East,Regular,0,5,9,24147.0
1323,39,Female,47341.0,Bachelor,North,Regular,1,7,18,15651.0
1326,34,Female,16318.0,College,North,Regular,0,5,2,7271.0
1331,27,Female,37203.0,HighSchool,South,Regular,1,6,2,9587.0
1333,29,Female,26339.0,College,East,Regular,0,5,7,11120.0
1344,26,Male,32019.0,HighSchool,West,Regular,0,5,1,10307.0
1349,26,Male,43754.0,College,East,Regular,1,4,6,16046.99
1350,31,Female,23780.0,Masters,North,Silver,0,3,1,7407.0
1357,30,Male,25075.0,College,West,Regular,0,3,6,9923.0
1365,25,Male,9192.0,College,North,Gold,0,4,1,2285.0
1369,32,Male,21858.0,HighSchool,West,Regular,0,7,1,7562.0
1371,28,Male,14291.0,Bachelor,North,Regular,0,6,1,5509.0
1373,36,Male,29182.0,Bachelor,West,Regular,0,4,5,9605.0
1381,32,Female,16556.0,College,North,Regular,1,7,1,4299.0
1385,33,Male,33549.0,College,North,Gold,0,4,3,12384.0
1388,31,Male,14174.0,HighSchool,East,Regular,0,7,1,5154.0
1391,28,Male,21457.0,Bachelor,North,Regular,1,6,1,5937.0
1403,33,Male,20073.0,College,South,Silver,1,5,3,6809.0
1407,33,Male,38227.0,College,East,Regular,1,5,3,12804.01
1414,34,Female,30524.0,Bachelor,North,Silver,1,5,1,9985.0
1415,31,Female,18840.0,College,West,Silver,0,3,3,6823.0
1420,33,Female,30175.0,Bachelor,West,Gold,0,5,3,11667.0
1425,27,Male,47873.0,College,South,Regular,0,6,2,14824.0
1431,34,Male,7548.0,HighSchool,East,Silver,0,4,1,2588.0
1442,36,Female,43837.0,College,East,Regular,0,5,5,15300.01
1446,25,Female,17133.0,HighSchool,North,Regular,0,6,1,5986.0
1453,34,Female,12434.0,Masters,South,Regular,0,3,1,4649.0
1459,33,Male,7436.0,Bachelor,South,Regular,0,5,1,2641.0
1464,33,Male,42024.0,College,East,Regular,0,5,4,16671.0
1470,26,Female,42477.0,Bachelor,West,Regular,1,7,10,11630.99
1471,29,Female,47513.0,College,East,Regular,0,5,10,18995.0
1473,26,Male,19336.0,Bachelor,East,Regular,0,5,1,6321.0
1478,27,Male,8053.0,HighSchool,North,Regular,1,6,1,3325.0
1479,22,Female,30547.0,HighSchool,North,Silver,0,5,1,7789.0
1481,36,Female,25750.0,Bachelor,North,Silver,0,5,2,10023.0
1484,35,Female,23146.0,College,North,Silver,1,4,1,7642.0
1521,30,Male,26643.0,College,East,Regular,1,3,2,10435.0
1544,36,Male,39250.0,Masters,South,Regular,1,8,23,15390.01
1550,29,Female,16025.0,College,South,Gold,1,5,1,4708.0
1551,30,Female,5941.0,HighSchool,North,Silver,1,5,1,1623.0
1567,34,Female,17025.0,College,East,Silver,0,5,4,6320.0
1571,36,Female,31125.0,College,East,Regular,0,6,7,8561.01
1573,27,Male,35555.0,Bachelor,South,Regular,1,5,2,10489.0
1575,23,Female,12762.0,Bachelor,North,Regular,0,4,1,4066.0
1576,34,Male,43202.0,Bachelor,East,Regular,0,5,4,13272.0
1577,31,Male,29046.0,College,East,Gold,0,4,2,11975.0
1582,34,Male,43962.0,Masters,North,Silver,0,4,6,17779.0
1584,32,Female,11659.0,Masters,West,Regular,0,5,1,3930.0
1587,27,Female,41666.0,Bachelor,West,Regular,0,6,7,14240.01
1593,28,Male,31844.0,HighSchool,West,Regular,0,3,6,10747.01
1599,20,Male,23202.0,College,South,Regular,0,3,1,8784.0
1600,34,Male,38397.0,College,North,Silver,0,5,6,13522.01
1603,28,Male,6167.0,Bachelor,West,Silver,0,5,1,1766.0
1633,24,Female,21757.0,HighSchool,East,Regular,0,5,3,8819.0
1641,25,Female,30727.0,Bachelor,West,Regular,0,6,2,8070.0
1654,33,Male,13675.0,Bachelor,East,Regular,0,5,1,4995.0
1656,23,Female,5613.0,College,North,Regular,1,6,1,1918.0
1671,28,Female,24207.0,College,East,Gold,1,5,6,10464.0
1685,26,Female,11687.0,Bachelor,North,Silver,1,5,1,4262.0
1693,24,Male,15622.0,Masters,East,Silver,0,4,1,5393.0
1698,29,Male,46371.0,Bachelor,East,Silver,0,4,8,17045.01
1715,31,Female,7526.0,College,West,Gold,1,6,1,2708.0
1719,37,Male,41484.0,Masters,East,Regular,0,6,12,15312.99
1722,31,Male,43618.0,Bachelor,North,Silver,0,3,3,14325.0
1729,25,Female,31411.0,Masters,West,Regular,0,5,1,9886.0
1737,34,Male,24586.0,Bachelor,South,Regular,0,4,3,7715.0
1739,29,Female,31302.0,College,East,Regular,0,6,2,10619.0
1743,29,Female,46282.0,College,South,Regular,0,4,5,15767.01
1748,28,Female,42447.0,HighSchool,West,Regular,1,3,19,16339.0
1752,34,Male,7119.0,College,South,Silver,1,5,1,2477.0
1762,23,Male,39035.0,Bachelor,North,Silver,0,4,2,10164.0
1802,27,Male,49380.0,Bachelor,South,Regular,0,5,16,19967.01
1808,29,Female,33711.0,Masters,South,Regular,1,6,3,14588.0
1816,29,Female,28700.0,Bachelor,West,Regular,0,4,1,8494.0
1825,31,Female,38596.0,Bachelor,West,Regular,0,5,6,16307.01
1831,30,Male,48054.0,HighSchool,West,Regular,0,5,8,18974.0
1842,25,Male,41139.0,HighSchool,East,Regular,0,5,2,13444.0
1843,29,Female,19253.0,Bachelor,East,Silver,1,3,1,8405.0
1847,28,Female,31298.0,College,North,Silver,1,5,5,11261.0
1854,28,Male,38023.0,College,West,Regular,0,6,3,12707.0
1859,31,Male,20591.0,Bachelor,West,Silver,0,5,3,6630.0
1861,35,Female,21449.0,College,North,Gold,1,4,5,7282.0
1863,24,Male,11931.0,College,West,Regular,0,5,1,3943.0
1867,25,Female,10425.0,Bachelor,North,Regular,0,4,1,3933.0
1871,35,Male,19119.0,HighSchool,East,Regular,0,4,1,5863.0
1880,33,Male,14877.0,College,West,Silver,0,5,1,5282.0
1881,30,Female,9539.0,Bachelor,West,Regular,0,5,1,3302.0
1911,41,Female,41214.0,Bachelor,North,Silver,0,5,13,12540.01
1939,20,Male,32747.0,Bachelor,East,Silver,0,4,2,9939.0
1957,30,Male,22370.0,College,South,Regular,1,4,1,6993.0
1966,34,Male,25688.0,HighSchool,South,Regular,0,4,6,9387.99
1967,34,Female,32150.0,Bachelor,East,Regular,0,6,8,12219.0
1979,27,Female,34206.0,College,East,Regular,1,5,2,13566.0
1984,22,Female,42926.0,Bachelor,West,Silver,0,5,6,15497.0
1995,24,Female,42370.0,HighSchool,North,Silver,0,6,7,15855.98
2010,27,Female,48212.0,HighSchool,East,Gold,0,4,8,16644.0
2030,25,Male,36082.0,Bachelor,North,Silver,0,5,5,11639.0
2038,35,Female,17682.0,Bachelor,East,Regular,0,6,3,6933.0
2041,30,Male,5514.0,HighSchool,East,Regular,0,6,1,1443.0
2047,30,Female,16806.0,HighSchool,South,Silver,0,4,1,4655.0
2055,30,Female,46328.0,Masters,North,Regular,0,5,6,16967.989999999998
2060,31,Female,34782.0,College,East,Regular,0,5,2,11591.0
2061,35,Male,23681.0,College,North,Silver,1,6,10,10202.0
2063,36,Male,39469.0,Bachelor,South,Regular,0,5,3,13554.0
2073,26,Female,36688.0,Bachelor,West,Regular,1,5,6,12250.0
2087,24,Female,20328.0,College,East,Regular,0,4,3,6350.0
2088,29,Female,10034.0,HighSchool,South,Regular,0,6,1,3416.0
2098,30,Female,6654.0,HighSchool,West,Regular,0,4,1,2220.0
2099,33,Female,5458.0,Bachelor,North,Regular,0,3,1,1789.0
2100,31,Female,25483.0,College,North,Silver,1,5,3,8241.0
2105,32,Male,13243.0,Bachelor,East,Gold,0,7,1,4306.0
2108,28,Male,33525.0,Bachelor,South,Regular,1,5,2,14245.0
2111,29,Male,35845.0,HighSchool,North,Regular,1,6,3,14006.0
2115,36,Female,9271.0,College,North,Silver,0,5,1,2514.0
2126,36,Female,25350.0,HighSchool,West,Regular,0,5,4,6703.99
2130,33,Male,30927.0,College,South,Regular,0,6,5,9763.990000000002
2133,27,Male,31114.0,HighSchool,South,Regular,0,3,3,10313.01
2169,32,Female,26250.0,College,West,Silver,0,6,2,10267.0
2174,23,Female,36404.0,College,East,Regular,0,6,4,11736.0
2175,23,Female,7639.0,Bachelor,West,Gold,0,7,1,2909.0
2181,35,Male,23599.0,College,West,Silver,0,6,3,9137.01
2183,29,Male,18264.0,HighSchool,South,Silver,0,5,1,6786.0
2189,27,Male,38318.0,HighSchool,North,Regular,1,5,2,11306.0
2212,32,Male,28402.0,HighSchool,North,Regular,0,7,1,8569.0
2213,27,Female,47590.0,College,West,Silver,0,4,12,15701.99
2221,29,Female,46602.0,HighSchool,South,Silver,1,3,15,15254.99
2226,31,Male,24658.0,Bachelor,North,Regular,1,4,7,10358.99
2227,36,Male,45390.0,HighSchool,South,Regular,0,5,21,20951.0
2236,35,Male,7545.0,Bachelor,West,Silver,1,6,1,2767.0
2246,21,Male,41590.0,College,West,Regular,0,4,7,17485.0
2260,31,Female,18000.0,Masters,East,Silver,1,6,1,5791.0
2268,26,Male,26816.0,College,East,Silver,0,5,8,11568.0
2269,22,Female,29189.0,Bachelor,West,Silver,1,7,3,10162.01
2272,30,Male,21421.0,HighSchool,North,Silver,0,4,2,6685.0
2281,26,Female,40977.0,Bachelor,East,Silver,0,4,8,16550.0
2287,33,Male,35624.0,Bachelor,East,Regular,1,5,7,12027.0
2288,32,Male,33377.0,HighSchool,West,Regular,0,4,5,9875.99
2291,22,Female,33637.0,College,North,Regular,0,5,2,12317.0
2299,27,Male,18517.0,Bachelor,West,Gold,1,6,1,4469.0
2300,30,Male,14017.0,College,East,Silver,0,5,1,5144.0
2301,31,Female,30129.0,Bachelor,North,Regular,0,6,5,11091.99
2310,22,Female,21137.0,College,South,Regular,1,4,2,8484.0
2317,33,Female,12083.0,College,West,Silver,1,4,1,4726.0
2319,34,Male,8838.0,Bachelor,North,Silver,0,6,1,2582.0
2321,24,Male,47183.0,Bachelor,North,Silver,0,4,7,16510.989999999998
2323,32,Female,8171.0,College,East,Silver,0,4,1,2887.0
2324,34,Male,39552.0,Bachelor,West,Gold,0,4,3,14054.0
2328,28,Male,32431.0,Bachelor,East,Regular,0,6,4,13562.009999999998
2334,25,Female,26959.0,College,South,Regular,0,5,2,9905.0
2339,29,Female,26643.0,Bachelor,South,Silver,1,4,6,9378.0
2340,31,Male,27506.0,College,East,Regular,1,6,2,10308.0
2350,25,Female,8453.0,College,East,Gold,1,5,1,3081.0
2352,34,Male,38319.0,College,West,Regular,0,6,1,12195.0
2358,29,Female,33592.0,Bachelor,South,Silver,0,5,2,10935.0
2361,32,Female,9838.0,Bachelor,East,Gold,1,5,1,2800.0
2363,37,Female,6626.0,HighSchool,North,Regular,0,5,1,2196.0
2372,27,Male,37009.0,College,North,Regular,1,4,5,12913.01
2373,29,Male,14979.0,Bachelor,East,Regular,1,5,1,5856.0
2376,32,Female,10803.0,Bachelor,North,Silver,1,5,1,2907.0
2377,34,Female,19129.0,Bachelor,West,Silver,1,5,3,7118.01
2389,29,Female,17350.0,College,West,Regular,0,3,1,5714.0
2391,31,Female,19749.0,College,South,Silver,0,4,2,7009.0
2392,27,Female,35539.0,Bachelor,West,Regular,0,5,5,13700.0
2399,36,Male,40411.0,College,North,Regular,1,5,6,13645.0
2404,28,Female,5577.0,Bachelor,East,Regular,1,5,1,2038.0
2410,31,Male,46477.0,Bachelor,West,Silver,0,5,5,18574.010000000002
2418,31,Male,43949.0,Masters,South,Regular,1,4,13,15929.0
2429,24,Female,9501.0,Bachelor,South,Gold,1,5,1,3195.0
2431,25,Female,40466.0,College,North,Regular,0,5,7,14327.999999999998
2437,33,Female,35528.0,HighSchool,East,Regular,0,6,5,12055.0
2438,29,Female,32532.0,College,West,Regular,0,6,2,11209.0
2440,25,Female,18446.0,HighSchool,South,Regular,0,5,1,6297.0
2442,35,Female,22755.0,College,East,Regular,0,5,2,8475.0
2443,29,Male,24092.0,College,South,Silver,0,5,1,9933.0
2448,28,Male,32395.0,Bachelor,South,Silver,1,8,1,11764.0
2450,30,Female,23349.0,Bachelor,South,Regular,0,6,2,7431.0
2451,32,Female,23073.0,College,North,Regular,0,5,6,10114.0
2466,30,Male,42371.0,College,West,Silver,0,5,3,13540.0
2469,34,Female,36536.0,College,West,Regular,0,5,2,10791.0
2475,23,Male,32929.0,College,West,Regular,0,5,3,10236.01
2484,23,Female,5778.0,College,South,Regular,1,6,1,2402.0
2494,35,Female,39521.0,College,East,Silver,0,6,3,14770.0
2496,33,Female,29765.0,HighSchool,North,Regular,0,5,2,9368.0
2503,27,Female,21394.0,Bachelor,West,Regular,0,7,3,9037.0
2514,28,Male,45960.0,College,North,Regular,1,6,6,18133.01
2515,32,Female,7382.0,College,West,Regular,1,4,1,2387.0
2517,31,Female,20198.0,Bachelor,South,Regular,0,5,1,5207.0
2523,27,Female,26857.0,Bachelor,West,Regular,0,5,10,11198.0
2528,27,Female,35154.0,College,East,Gold,0,4,2,13430.0
2531,28,Male,37688.0,College,West,Gold,1,3,2,14215.0
2541,19,Female,24268.0,Masters,West,Silver,0,6,2,9203.0
2543,22,Female,18729.0,College,East,Silver,0,5,1,5738.0
2545,25,Female,47433.0,College,North,Gold,0,6,5,17742.0
2547,36,Male,23245.0,Bachelor,South,Regular,0,5,1,8397.0
2548,32,Female,34307.0,College,West,Regular,0,5,6,13262.01
2589,28,Male,38366.0,Bachelor,South,Regular,1,7,5,15769.0
2593,40,Male,31088.0,HighSchool,North,Regular,0,5,3,10714.0
2606,39,Female,25648.0,College,West,Regular,0,5,3,9201.0
2609,32,Female,44230.0,College,West,Gold,1,5,2,14401.0
2624,23,Female,33353.0,HighSchool,East,Silver,0,3,2,11602.0
2626,31,Male,29299.0,Bachelor,West,Silver,0,6,8,8951.0
2631,28,Female,41680.0,HighSchool,West,Regular,0,4,13,17108.0
2634,28,Female,45612.0,HighSchool,South,Regular,1,5,11,17565.0
2639,31,Male,13052.0,HighSchool,South,Regular,0,4,1,4684.0
2645,33,Female,20103.0,College,North,Regular,0,4,2,6512.0
2649,30,Female,45765.0,Masters,North,Regular,0,4,26,17567.010000000002
2661,33,Female,22990.0,Bachelor,West,Regular,0,5,1,7363.0
