id,Order Date,Value
152.0,2023-07-10,1663.12
152.0,2023-05-13,570.81
152.0,2023-03-13,1098.18
159.0,2023-01-31,594.2
159.0,2023-06-20,1202.15
159.0,2023-07-23,439.11
159.0,2023-03-15,407.15
159.0,2024-06-10,5112.22
159.0,2023-09-26,2753.05 GBP
159.0,2022-11-13,1954.12
162.0,2024-02-28,6273.83
162.0,2022-09-07,1161.17
183.0,2023-10-27,3110.0
187.0,2023-11-26,3337.0
196.0,2024-09-11,2358.62
196.0,2022-04-30,2429.75 GBP
196.0,2023-10-21,2818.16
196.0,2023-06-15,3350.22
196.0,2023-05-11,2656.67
196.0,2022-01-07,3478.58
220.0,2023-10-23,1264.61
220.0,2023-03-13,142.08
220.0,2023-12-18,736.64
220.0,2023-06-19,7292.97
220.0,2023-02-20,2077.71
227.0,2024-02-18,4096.15
227.0,2024-05-20,2078.79
227.0,2023-11-23,989.57
227.0,2024-05-12,3983.08
227.0,2023-08-25,283.29
227.0,2022-12-01,17.11
240.0,2024-04-09,2668.0
251.0,2023-05-06,10562.0
254.0,2023-06-20,3370.38
254.0,2022-03-24,2811.14
254.0,2022-10-13,292.74
254.0,2023-07-20,429.45
254.0,2024-03-27,599.38
254.0,2024-05-10,451.85
254.0,2023-10-18,349.93 GBP
254.0,2023-06-15,165.57
254.0,2023-08-19,393.39
254.0,2022-05-04,191.61
254.0,2023-05-10,960.94
254.0,2022-12-06,2660.74
254.0,2022-06-27,1073.64
254.0,2023-07-17,247.69
254.0,2022-03-13,1487.56
266.0,2023-11-13,630.3
266.0,2024-03-18,1400.61
266.0,2023-02-01,2103.07
266.0,2023-08-02,742.41 GBP
266.0,2023-03-20,1185.2
266.0,2023-09-28,1757.7
266.0,2022-12-26,4498.71
268.0,2023-06-27,1400.04
268.0,2023-10-27,2640.95
268.0,2023-12-27,6178.04
268.0,2023-12-21,571.17
268.0,2023-11-17,258.31
268.0,2024-03-08,£529.4
268.0,2023-05-18,1190.1
271.0,2023-09-12,5591.0
275.0,2024-08-18,1849.62
275.0,2024-05-31,125.02
275.0,2023-07-17,1733.69
275.0,2023-08-26,203.33
275.0,2022-12-06,1006.75
275.0,2023-06-20,2263.31
275.0,2023-01-06,3552.21
275.0,2022-11-09,1672.08
279.0,2023-08-07,6081.0
296.0,2024-04-30,5670.0
301.0,2023-10-29,2057.0
313.0,2023-06-27,3597.89
313.0,2022-12-22,5941.11
314.0,2024-04-22,2054.0
343.0,2023-09-25,51.0
343.0,2023-06-20,10886.0
348.0,2024-05-10,2466.43
348.0,2022-05-17,3.26
348.0,2024-06-20,329.0
348.0,2023-11-16,232.02
348.0,2022-02-01,12486.29
352.0,2024-07-21,3346.82
352.0,2023-07-07,5058.18
363.0,2024-05-22,1265.39
363.0,2022-12-18,2292.52
363.0,2023-07-25,1368.59
363.0,2024-01-21,83.37
363.0,2023-12-08,£1338.7
363.0,2023-04-11,700.05
363.0,2024-01-03,1371.93
363.0,2024-03-27,327.28
363.0,2024-08-12,385.98 GBP
363.0,2023-01-18,1521.93
363.0,2022-10-09,2026.25
366.0,2023-01-30,478.45
366.0,2022-06-04,2900.16
366.0,2023-04-01,2032.82
366.0,2024-07-01,849.83 GBP
366.0,2022-05-29,2044.81
366.0,2023-11-26,161.12
366.0,2023-12-21,2171.26
366.0,2023-06-25,1582.58
366.0,2023-12-13,1910.62
366.0,2023-03-14,565.9
366.0,2024-03-31,372.92
366.0,2023-10-12,419.32
366.0,2022-05-10,755.08
366.0,2022-10-26,1542.44
366.0,2022-01-26,68.7
370.0,2024-03-25,4038.0
374.0,2024-07-26,6767.35
374.0,2023-12-08,1207.74
374.0,2024-06-30,278.26
374.0,2023-05-07,704.77
374.0,2023-04-28,2846.88
379.0,2023-10-26,1368.42
379.0,2024-04-09,1974.29
379.0,2024-08-09,4796.52
379.0,2024-03-02,4967.79
379.0,2024-08-15,596.3
379.0,2022-10-01,90.68
380.0,2022-09-11,7245.7
380.0,2023-08-26,307.2
380.0,2023-10-26,1830.04
380.0,2023-03-25,2540.12
380.0,2022-05-22,5438.94
381.0,2023-02-05,£2047.28
381.0,2023-03-09,1295.36
381.0,2023-11-02,£1504.3
381.0,2023-06-09,1158.6
381.0,2023-01-05,1412.46
399.0,2024-09-01,3113.99
399.0,2023-10-27,1241.11 GBP
399.0,2024-02-15,2969.91
399.0,2023-11-13,885.74
399.0,2024-07-30,3353.01
399.0,2022-09-20,£1418.24 GBP
407.0,2023-12-11,5675.46
407.0,2023-03-19,5090.54
420.0,2023-02-16,887.79
420.0,2024-01-14,3782.91
420.0,2024-02-12,2521.28
420.0,2024-04-06,1375.72
420.0,2023-10-29,2085.75
420.0,2023-12-19,171.79
420.0,2022-11-21,2564.76
423.0,2024-09-02,1122.81
423.0,2022-06-28,289.2
423.0,2024-06-03,£832.17
423.0,2022-04-20,£279.58
423.0,2022-12-16,639.24
423.0,2023-10-17,290.23
423.0,2023-11-27,£61.51
423.0,2022-06-02,21.62
423.0,2023-11-09,865.81
423.0,2023-03-29,£1054.99
423.0,2024-03-03,1298.67
423.0,2023-09-23,738.28 GBP
423.0,2023-06-24,38.44
423.0,2024-01-28,20.28
423.0,2022-05-19,758.22
423.0,2024-04-23,521.11
423.0,2023-07-03,499.35
423.0,2023-04-08,3817.27
423.0,2022-05-18,208.94
423.0,2024-06-08,842.13
423.0,2024-03-05,901.85
423.0,2022-07-17,1503.96
423.0,2022-04-12,943.35
424.0,2023-08-31,6796.04
424.0,2022-10-10,570.96
437.0,2024-05-20,4089.0
438.0,2023-05-05,6530.0
442.0,2024-04-27,4700.0
445.0,2023-11-07,2444.0
455.0,2023-07-27,2591.18
455.0,2023-07-10,6334.82
458.0,2024-04-23,1071.13
458.0,2024-09-11,5252.15 GBP
458.0,2023-04-05,8585.72
467.0,2024-08-04,1542.7
467.0,2022-12-27,10754.6
467.0,2022-11-06,1429.7
474.0,2024-04-15,4551.83
474.0,2023-06-28,3255.05
474.0,2023-02-21,5929.12
475.0,2024-08-17,3283.23
475.0,2024-03-19,332.91
475.0,2024-07-08,2623.99
475.0,2024-04-29,3350.41
475.0,2024-07-18,328.12
475.0,2023-07-08,379.34
477.0,2024-07-08,1240.63
477.0,2024-07-23,1636.36 GBP
477.0,2022-12-20,1902.64
477.0,2022-09-15,1308.37
485.0,2023-10-11,4519.0
488.0,2024-08-03,3637.0
492.0,2024-06-21,1886.26
492.0,2023-09-19,1157.53
492.0,2023-05-16,626.91
492.0,2023-01-11,2291.44
492.0,2024-02-09,390.98
492.0,2022-09-02,2372.88
495.0,2024-07-26,5955.0 GBP
503.0,2024-05-14,2718.82
503.0,2023-07-31,897.25
503.0,2024-02-24,6511.31
503.0,2023-07-07,1859.62
505.0,2022-11-17,1458.5
505.0,2022-11-09,1006.97
505.0,2023-05-27,3178.17
505.0,2023-04-28,2108.3
505.0,2022-06-15,3240.07
505.0,2023-10-01,4185.54
505.0,2022-05-08,261.71
505.0,2021-10-25,1724.74
506.0,2024-04-19,3808.0
513.0,2024-08-10,3011.0
517.0,2024-02-05,2597.68
517.0,2023-12-12,283.04
517.0,2024-06-20,2358.06
517.0,2024-08-04,1029.74
517.0,2024-09-12,2236.75
517.0,2023-07-07,2059.74
520.0,2022-12-01,2119.31
520.0,2022-11-26,6619.69 GBP
525.0,2022-09-12,6802.0
526.0,2023-05-18,6301.04
526.0,2022-12-31,747.96
537.0,2023-06-27,570.96
537.0,2024-05-07,2842.1
537.0,2024-04-19,2836.67
537.0,2024-04-29,1496.5
537.0,2023-12-29,260.47
537.0,2023-05-26,1349.31
550.0,2023-05-25,4917.61
550.0,2023-01-03,2169.39
564.0,2024-03-22,4.99
564.0,2022-10-04,900.22
564.0,2024-04-04,1440.86
564.0,2023-11-01,4483.33
564.0,2022-07-27,7462.87
564.0,2022-07-16,878.74
565.0,2023-09-21,£3338.57
565.0,2023-11-13,2286.97
565.0,2023-12-01,18.78
565.0,2023-08-28,541.58
565.0,2023-04-25,2277.44
565.0,2024-06-28,1621.39
565.0,2023-10-13,1396.56
565.0,2023-02-04,1406.72
573.0,2024-04-09,3783.0
574.0,2024-02-08,4067.0
576.0,2023-10-19,1889.0
579.0,2023-11-05,5510.94
579.0,2023-02-14,1589.73
579.0,2024-03-20,1959.47
579.0,2022-10-07,3666.86
582.0,2022-10-03,6179.0
586.0,2024-08-13,1472.7
586.0,2023-06-12,621.8
586.0,2023-10-17,1045.3
586.0,2023-09-05,534.04
586.0,2024-04-20,4009.12
586.0,2024-05-24,67.03
586.0,2023-03-24,643.85
586.0,2023-02-17,1403.5
586.0,2023-06-17,200.87
586.0,2023-03-30,1065.44
586.0,2023-10-15,465.26
586.0,2023-01-29,3121.09
591.0,2023-11-16,721.74
591.0,2024-07-22,4689.08
591.0,2023-10-30,967.54
591.0,2023-08-26,2713.64
615.0,2023-10-16,1043.42
615.0,2024-04-28,172.87
615.0,2024-04-28,56.66
615.0,2024-03-30,10862.17
615.0,2024-08-02,1173.76
615.0,2023-02-18,847.12
617.0,2024-09-01,780.22
617.0,2023-05-24,5963.85
617.0,2023-11-06,4863.31
617.0,2023-07-26,131.65
617.0,2024-08-02,5685.99
617.0,2022-08-01,975.63
617.0,2022-07-09,1458.35
619.0,2024-05-11,3902.0
625.0,2023-09-11,2171.0
629.0,2023-05-04,5780.39
629.0,2022-12-17,2046.61
633.0,2023-07-20,528.64
633.0,2022-09-02,0.77
633.0,2022-08-31,760.66
633.0,2024-03-29,150.41
633.0,2022-08-29,2324.1
633.0,2023-04-12,1416.82
633.0,2022-03-28,758.34
633.0,2023-12-01,268.73
633.0,2023-01-12,13.84
633.0,2024-09-07,376.11
633.0,2022-08-11,£210.16
633.0,2024-02-25,81.59
633.0,2023-10-11,527.54
633.0,2023-01-31,£1837.0
633.0,2023-02-11,4977.0
633.0,2024-04-03,61.32
633.0,2022-09-18,2109.24
633.0,2022-02-27,234.57
633.0,2021-12-19,1264.16
648.0,2024-03-21,3271.0
652.0,2022-07-16,153.7
652.0,2023-01-14,515.03
652.0,2023-09-21,141.91
652.0,2023-08-20,832.29
652.0,2024-04-25,68.2
652.0,2023-12-30,2841.26
652.0,2022-12-08,240.58
652.0,2023-06-18,331.48
652.0,2023-11-30,3229.14
652.0,2022-06-11,120.77
652.0,2023-08-05,401.06
652.0,2023-09-17,1459.64 GBP
652.0,2024-07-21,450.26
652.0,2023-05-21,2154.78 GBP
652.0,2024-05-18,1176.83
652.0,2024-06-22,978.17
652.0,2023-08-12,515.92
652.0,2023-06-14,933.55
652.0,2023-04-26,75.28
652.0,2022-03-05,564.17
656.0,2023-12-03,1052.98
656.0,2023-06-15,4064.84
656.0,2024-07-15,871.94
656.0,2022-11-23,30.09
656.0,2023-07-18,6729.35
656.0,2023-06-11,1420.57
656.0,2022-09-03,61.22
670.0,2022-11-02,742.14
670.0,2024-02-13,1839.31
670.0,2022-09-29,494.02
670.0,2022-07-11,2138.81
670.0,2023-05-31,£717.14
670.0,2022-12-21,2267.36
670.0,2022-12-15,3315.86
670.0,2024-07-04,340.29
670.0,2022-08-21,101.2
670.0,2023-03-01,459.95
670.0,2023-05-17,1189.35
670.0,2022-08-08,£1086.62
670.0,2024-08-08,67.85
670.0,2022-10-13,982.56
670.0,2022-07-09,158.56
673.0,2023-09-03,5908.0
674.0,2023-05-29,1118.72
674.0,2023-05-14,494.03
674.0,2023-06-22,5232.81
674.0,2022-11-15,£296.44
675.0,2024-05-02,1953.0
690.0,2024-04-01,1970.56
690.0,2023-08-24,1270.79
690.0,2023-07-25,3841.18
690.0,2024-07-17,2136.41
690.0,2023-05-14,1776.06
691.0,2022-09-13,2690.51
691.0,2023-12-22,5864.86
691.0,2023-03-28,2826.69
691.0,2022-09-12,2581.94
696.0,2024-04-10,2139.0
699.0,2023-11-07,7203.37
699.0,2023-05-07,1534.31
699.0,2023-01-08,3539.31
702.0,2023-09-04,2345.0
709.0,2024-02-27,2375.0
713.0,2024-02-19,499.13
713.0,2023-08-31,1646.9
713.0,2023-01-14,5477.96
717.0,2023-07-09,4898.28
717.0,2024-07-13,78.86
717.0,2023-12-14,2429.91
717.0,2024-02-10,600.37
717.0,2024-07-10,2247.18
717.0,2023-06-12,773.81 GBP
717.0,2023-03-09,3907.59
753.0,2024-06-26,2725.66
753.0,2024-08-15,7627.73 GBP
753.0,2023-04-25,3698.61
757.0,2023-09-02,4820.54
757.0,2024-01-01,1494.85
757.0,2023-05-13,595.61
759.0,2022-12-26,3587.15
759.0,2023-07-31,933.04
759.0,2024-07-29,548.84
759.0,2024-02-24,644.0
759.0,2023-10-06,1064.04 GBP
759.0,2023-09-13,39.28
759.0,2024-06-28,19.89
759.0,2022-12-07,1649.26
759.0,2022-06-17,785.33
759.0,2024-07-24,185.87
759.0,2022-07-10,715.4
759.0,2022-05-29,180.71
759.0,2022-10-19,651.7
759.0,2022-02-10,165.1 GBP
759.0,2023-02-03,1033.49
759.0,2023-12-06,1910.74
759.0,2023-06-18,79.67
759.0,2023-01-18,1514.95
759.0,2021-12-16,140.54
774.0,2023-11-27,4175.8
774.0,2022-09-30,5627.2
776.0,2023-02-15,6460.0
778.0,2024-05-21,8658.52
778.0,2024-08-25,822.7
778.0,2023-08-01,1502.78
783.0,2022-01-24,7033.76
783.0,2022-04-20,953.15
783.0,2022-06-19,690.6
783.0,2022-02-08,3077.71
783.0,2022-07-03,3481.84
783.0,2022-01-20,111.94
785.0,2023-09-25,2306.0
789.0,2023-05-25,4908.04
789.0,2022-05-10,2754.26
789.0,2023-09-06,4773.81
789.0,2023-09-12,1266.81
789.0,2021-11-06,2272.08
791.0,2024-08-05,3332.77
791.0,2023-12-26,2182.96
791.0,2024-06-20,432.97
791.0,2023-05-09,989.31
794.0,2024-02-11,3446.16
794.0,2023-11-19,404.05
794.0,2023-04-08,2296.35
794.0,2024-06-04,193.24
794.0,2023-02-13,797.58
794.0,2024-05-30,364.09 GBP
794.0,2022-12-10,117.53
803.0,2023-12-04,458.33
803.0,2023-11-17,3362.33
803.0,2023-12-14,4192.55
803.0,2024-05-19,1356.83
803.0,2022-05-12,3350.73
803.0,2022-11-20,3568.83
803.0,2022-05-05,3646.39
804.0,2024-06-08,2516.0
805.0,2022-12-28,3617.62
805.0,2023-03-07,683.4
805.0,2023-07-14,768.1
805.0,2022-06-21,1770.72
805.0,2023-04-24,4302.34
805.0,2024-01-18,2375.7
805.0,2021-12-25,1794.11
813.0,2024-06-22,198.48
813.0,2023-07-29,5738.69
813.0,2024-01-31,3562.57
813.0,2024-02-07,897.15
813.0,2024-07-11,1635.66
813.0,2024-08-29,386.36
813.0,2023-06-18,880.1
821.0,2022-10-14,6647.0
822.0,2023-12-22,5211.0
832.0,2024-04-25,3109.0
834.0,2024-08-27,2862.73
834.0,2023-12-02,1803.38
834.0,2023-06-26,1079.22
834.0,2023-01-20,1179.73
834.0,2022-07-22,10236.94
839.0,2024-04-06,9591.38
839.0,2023-08-14,4348.62
843.0,2022-03-26,2504.63
843.0,2023-06-12,114.53
843.0,2023-08-24,1226.65
843.0,2022-01-18,805.05
843.0,2022-05-04,751.82
843.0,2022-03-30,420.22
843.0,2024-07-27,114.08
843.0,2024-03-27,71.38
843.0,2022-08-24,14.95
843.0,2022-08-13,737.62
843.0,2023-02-08,452.82
843.0,2024-02-18,350.95
843.0,2024-01-19,81.37
843.0,2023-05-23,124.4
843.0,2022-08-26,11.59
843.0,2024-04-11,791.49
843.0,2023-08-22,1085.25
843.0,2024-05-14,235.01
843.0,2022-10-08,803.18
843.0,2023-11-26,791.25
843.0,2023-12-13,1191.49
843.0,2022-10-25,2483.28
843.0,2022-12-01,373.08
843.0,2023-06-17,157.97
843.0,2021-12-12,621.93
853.0,2024-05-12,5274.0
857.0,2023-06-23,8492.44
857.0,2023-06-11,1330.56
867.0,2023-10-09,9843.01
867.0,2023-01-10,370.99
874.0,2023-05-09,172.43
874.0,2023-12-25,104.84
874.0,2024-08-11,1317.32
874.0,2022-11-02,1860.14
874.0,2022-03-08,60.14
874.0,2023-05-16,2336.27
874.0,2022-04-25,354.11
874.0,2023-02-28,776.28 GBP
874.0,2023-07-11,1756.37
874.0,2022-01-30,2417.08
874.0,2023-08-29,1067.18
874.0,2023-09-14,59.29
874.0,2022-04-15,1411.48
874.0,2023-11-18,619.2
874.0,2023-09-25,171.64
874.0,2024-06-24,399.37
874.0,2022-04-30,2953.41
874.0,2021-09-29,£1551.45
877.0,2022-10-16,164.05
877.0,2023-01-29,577.3
877.0,2023-12-28,266.06
877.0,2024-03-05,2964.64
877.0,2023-08-31,800.73
877.0,2024-01-06,2236.38
877.0,2024-05-22,3275.94
877.0,2024-03-18,58.99
877.0,2023-05-07,1281.96
877.0,2022-09-11,2935.96
881.0,2024-02-14,3712.0
884.0,2024-05-18,2236.81
884.0,2023-11-22,1435.49
884.0,2022-07-04,7373.41
884.0,2023-06-14,2145.79
884.0,2022-06-30,2367.5
887.0,2023-10-27,715.81
887.0,2024-04-02,3650.06
887.0,2024-08-13,2393.15
887.0,2024-03-22,452.55
887.0,2024-06-14,1187.3
887.0,2024-01-25,376.82
887.0,2024-03-19,3212.74
887.0,2023-08-27,183.13
887.0,2022-11-14,1263.44 GBP
897.0,2022-11-26,6529.0
903.0,2023-07-22,142.4
903.0,2024-06-17,4099.63
903.0,2023-04-13,8577.97
921.0,2024-06-15,5588.48
921.0,2023-05-02,1920.72
921.0,2023-01-17,4714.14
921.0,2023-02-02,2046.98
921.0,2022-02-04,753.68
924.0,2024-08-20,6442.82
924.0,2023-11-20,3187.34
924.0,2023-09-05,1504.65
924.0,2023-05-13,1588.19
929.0,2022-02-27,59.1
929.0,2023-01-03,375.89
929.0,2021-11-15,2198.27
929.0,2023-07-07,1089.44
929.0,2023-05-14,640.51
929.0,2024-07-27,163.65
929.0,2023-04-30,£732.36
929.0,2022-01-27,35.35
929.0,2022-08-09,319.82
929.0,2023-05-15,912.46
929.0,2024-05-04,198.52
929.0,2022-07-09,8.64
929.0,2022-01-18,290.59
929.0,2022-11-25,53.97
929.0,2022-08-04,£1202.21
929.0,2022-07-25,2257.76
929.0,2022-10-31,56.24
929.0,2022-05-29,310.39
929.0,2024-03-22,740.64
929.0,2024-05-02,344.44
929.0,2022-03-29,181.62
929.0,2022-01-22,1191.55
929.0,2021-11-30,1170.91
929.0,2022-02-06,1109.96
929.0,2023-03-07,626.88
929.0,2024-04-19,501.59
929.0,2021-10-08,307.4
929.0,2021-09-23,597.85
934.0,2024-07-24,2541.17
934.0,2023-03-23,1549.44
934.0,2023-07-31,2957.22
934.0,2023-01-14,7441.16
949.0,2022-11-22,6667.0
950.0,2023-11-07,935.8
950.0,2023-04-18,1875.36
950.0,2023-03-09,3292.84
954.0,2023-06-13,253.08
954.0,2022-03-21,274.81
954.0,2023-05-23,1189.96
954.0,2024-07-02,420.95
954.0,2024-02-25,954.98
954.0,2022-12-01,113.26
954.0,2022-06-08,1222.43
954.0,2024-06-26,1606.4
954.0,2023-05-26,3028.86
954.0,2022-05-05,2715.02
954.0,2023-04-19,26.74
954.0,2022-10-26,1348.24
954.0,2024-02-18,268.84
954.0,2022-07-01,3063.65
954.0,2022-03-12,316.79
956.0,2023-05-26,9032.0
958.0,2024-06-27,631.0
958.0,2023-07-02,10560.0
961.0,2023-08-16,12079.0
966.0,2023-08-27,1641.32
966.0,2024-01-10,1262.49
966.0,2023-03-08,4961.19 GBP
967.0,2023-08-14,1206.35
967.0,2024-03-02,495.85
967.0,2023-09-07,3641.67
967.0,2023-12-17,592.67
967.0,2023-08-01,609.6 GBP
967.0,2023-04-17,3076.86
980.0,2024-03-20,11896.26
980.0,2023-12-13,867.59
980.0,2022-11-04,271.4
980.0,2024-09-09,548.72
980.0,2022-07-15,2034.03
981.0,2024-06-13,861.52
981.0,2024-08-04,2503.45
981.0,2024-05-07,50.04
981.0,2023-04-22,7485.99
986.0,2024-04-02,3365.0
1004.0,2024-03-10,2185.64
1004.0,2024-06-27,1464.45
1004.0,2023-07-17,5894.91
1023.0,2023-03-29,7472.0
1026.0,2023-07-04,387.01
1026.0,2024-04-17,877.21
1026.0,2023-04-25,1094.26
1026.0,2022-08-03,38.64 GBP
1026.0,2023-02-24,386.01
1026.0,2022-08-24,43.62
1026.0,2022-05-25,113.62
1026.0,2024-09-07,827.65
1026.0,2024-01-18,389.77
1026.0,2024-08-02,2790.04
1026.0,2024-08-06,1190.93
1026.0,2022-05-30,496.59
1026.0,2023-07-26,£876.53
1026.0,2024-04-20,972.85
1026.0,2024-06-09,405.46
1026.0,2022-10-10,2592.18
1026.0,2023-11-12,1471.13
1026.0,2022-11-18,328.12
1026.0,2022-04-09,94.38
1033.0,2023-01-14,6254.18
1033.0,2023-03-01,2170.27
1033.0,2022-09-03,1177.55
1041.0,2024-08-26,3257.43
1041.0,2023-05-26,3377.57
1044.0,2023-08-25,2983.38
1044.0,2024-08-30,2012.74 GBP
1044.0,2022-09-20,1942.89
1046.0,2024-07-15,5163.0
1054.0,2023-10-01,1552.62
1054.0,2024-02-28,284.04
1054.0,2023-11-11,3486.16
1054.0,2023-11-22,473.1
1054.0,2024-03-21,4589.7
1054.0,2023-07-27,106.16
1054.0,2024-03-05,24.64
1054.0,2023-05-16,2636.73
1054.0,2023-04-16,840.85
1055.0,2024-08-19,7047.58
1055.0,2022-09-29,2184.42
1058.0,2023-01-08,2215.91
1058.0,2023-06-13,4136.71
1058.0,2023-03-22,183.7
1058.0,2024-01-01,2687.48
1058.0,2023-04-04,1580.41
1058.0,2022-09-13,30.78
1060.0,2024-04-18,4280.0
1061.0,2024-02-05,5054.0
1071.0,2024-03-13,1520.17
1071.0,2024-05-03,1139.71
1071.0,2023-05-30,2710.56
1071.0,2023-10-11,830.63
1071.0,2023-09-09,2855.99
1071.0,2023-03-31,372.67
1071.0,2024-08-09,3977.13
1071.0,2024-07-15,355.2 GBP
1071.0,2023-06-21,715.45
1071.0,2022-07-22,3155.49
1078.0,2024-02-06,848.74
1078.0,2024-01-05,438.98
1078.0,2023-10-30,3325.52
1078.0,2023-06-28,5852.76
1092.0,2023-08-02,1058.67
1092.0,2023-11-21,3082.75
1092.0,2022-12-26,7371.58 GBP
1100.0,2022-09-18,1775.22
1100.0,2024-05-13,1082.98
1100.0,2022-11-09,1281.64
1100.0,2023-05-19,1350.85
1100.0,2022-07-21,11874.05
1100.0,2022-03-15,1154.27
1117.0,2023-07-31,6066.96
1117.0,2022-12-04,2030.04
1122.0,2024-01-07,1691.8
1122.0,2023-06-22,12551.2
1123.0,2024-02-06,2832.62
1123.0,2024-09-03,739.29
1123.0,2023-06-28,7994.08
1127.0,2024-02-21,1871.25
1127.0,2023-10-06,783.04
1127.0,2023-08-12,1476.82
1127.0,2022-12-22,565.22
1127.0,2024-07-19,1547.04
1127.0,2022-12-17,1320.63
1138.0,2024-05-20,1380.5
1138.0,2023-08-15,942.25
1138.0,2024-06-07,5605.94
1138.0,2023-08-06,4344.32
1140.0,2023-09-04,£197.84
1140.0,2023-10-14,£515.01
1140.0,2024-09-02,527.79
1140.0,2023-06-24,929.82
1140.0,2023-02-05,115.36
1140.0,2023-01-31,1186.47
1140.0,2023-05-19,423.39
1140.0,2023-07-22,691.36
1140.0,2024-04-01,1815.08
1140.0,2024-03-27,50.89
1140.0,2023-01-18,1115.59
1140.0,2023-10-26,2297.13
1140.0,2023-10-18,146.05
1140.0,2024-03-25,1930.88
1140.0,2022-09-15,2845.17
1140.0,2024-01-15,297.94
1140.0,2022-06-29,1189.25
1147.0,2024-02-29,673.12
1147.0,2023-10-04,719.76
1147.0,2024-06-04,758.74
1147.0,2024-09-11,42.7
1147.0,2024-03-23,416.35
1147.0,2023-05-05,2407.28
1147.0,2022-08-31,1132.72
1147.0,2023-04-13,578.76
1147.0,2023-08-19,191.38
1147.0,2024-04-06,444.5
1147.0,2022-07-30,344.33
1147.0,2023-11-09,816.05
1147.0,2024-04-10,433.96
