id,age,gender,income,education,region,loyalty_status,promotion_usage,satisfaction_score
56300,24,Female,37816,College,West,Regular,0,4
61549,21,Male,35794,Bachelor,East,Gold,0,5
88401,29,Male,5415,Bachelor,East,Silver,0,5
44324,31,Female,12659,College,West,Silver,0,7
55208,33,Male,17285,Bachelor,South,Silver,0,5
53528,29,Male,15881,College,West,Regular,0,4
26971,35,Female,24855,Bachelor,East,Regular,0,6
73218,35,Female,11748,Masters,North,Regular,0,6
65891,28,Female,12221,Bachelor,South,Regular,1,5
42222,23,Male,6861,College,East,Regular,1,3
97866,29,Male,47951,College,East,Regular,0,5
12251,28,Male,21189,HighSchool,West,Gold,0,4
69437,32,Female,16231,College,East,Regular,1,3
38433,28,Male,46489,HighSchool,South,Regular,1,6
40890,32,Female,17030,College,West,Regular,0,4
30999,24,Male,35397,College,East,Regular,0,5
56146,29,Male,36796,College,North,Regular,1,4
95414,26,Female,43028,College,North,Silver,0,4
22156,24,Female,31929,HighSchool,West,Regular,1,7
17614,25,Male,9427,HighSchool,West,Regular,0,6
56444,28,Female,39794,Bachelor,East,Regular,0,7
98400,31,Female,20206,College,North,Regular,0,5
24053,24,Female,23687,Bachelor,West,Silver,1,5
50243,26,Male,16667,HighSchool,West,Regular,0,5
58999,29,Female,22666,HighSchool,East,Regular,0,6
31345,29,Female,25453,HighSchool,South,Regular,1,5
61242,32,Female,13871,College,North,Regular,1,5
92530,32,Male,9656,College,West,Regular,0,3
80829,26,Male,28384,College,South,Regular,0,7
51726,32,Male,43016,Bachelor,North,Regular,0,5
33880,28,Male,30797,HighSchool,West,Regular,1,6
83007,34,Male,34913,Bachelor,North,Silver,0,4
73909,29,Male,11090,College,East,Regular,1,5
67247,28,Male,6608,Bachelor,West,Regular,1,5
88808,25,Male,14181,Masters,West,Regular,0,5
13122,29,Male,43996,HighSchool,North,Silver,0,7
8258,37,Male,48046,Masters,East,Regular,1,6
93381,30,Female,10428,Masters,East,Regular,0,5
13915,27,Female,30524,HighSchool,South,Regular,0,4
30903,31,Male,31500,Masters,East,Silver,0,6
72859,33,Female,39251,HighSchool,East,Regular,0,5
20293,28,Female,47717,College,West,Regular,1,6
58171,35,Male,48214,Bachelor,East,Regular,1,5
20950,25,Male,48928,Bachelor,West,Regular,0,6
36695,34,Male,7621,College,East,Regular,1,4
8526,29,Female,39627,Bachelor,East,Gold,1,6
78272,34,Female,5575,HighSchool,South,Regular,0,5
77403,32,Female,26978,College,East,Regular,0,4
77652,32,Male,7518,College,East,Gold,0,7
99837,33,Male,11756,Bachelor,West,Regular,1,5
92272,22,Female,49128,College,East,Regular,0,6
29776,27,Female,45389,Bachelor,North,Silver,0,4
34808,35,Male,26437,College,South,Regular,0,4
16886,40,Female,47411,HighSchool,South,Regular,1,5
49984,31,Male,30402,College,West,Silver,1,5
62615,35,Male,37080,College,East,Silver,1,3
14229,31,Male,37806,Bachelor,East,Regular,1,4
52177,30,Female,27984,HighSchool,South,Silver,0,5
8029,29,Male,32755,Bachelor,East,Gold,1,5
28922,24,Female,14100,College,East,Regular,1,5
69420,31,Male,47052,Bachelor,South,Regular,0,5
70812,37,Female,7219,Bachelor,North,Regular,0,6
34364,28,Male,36076,College,East,Silver,1,5
43204,37,Female,41411,College,North,Gold,1,7
36795,26,Female,40643,Bachelor,South,Regular,0,4
97027,29,Male,11071,Bachelor,East,Regular,0,5
63343,33,Female,6358,Bachelor,West,Regular,0,5
36956,35,Male,25982,HighSchool,South,Regular,0,5
69229,34,Male,17967,Bachelor,North,Silver,0,6
9424,25,Female,19251,Masters,East,Regular,1,6
86001,24,Female,20030,Masters,West,Silver,0,6
16959,38,Male,47895,Masters,West,Gold,1,5
21615,30,Male,18383,HighSchool,South,Silver,0,7
61462,32,Female,9815,HighSchool,West,Gold,1,5
61774,33,Male,37253,College,West,Regular,0,3
86802,23,Female,25046,Bachelor,East,Silver,0,5
67503,24,Male,23390,College,East,Silver,1,5
79371,30,Female,47773,Bachelor,East,Regular,1,6
34497,31,Female,22165,Bachelor,North,Regular,0,6
43009,22,Female,36645,Bachelor,South,Regular,0,6
91598,33,Female,11791,College,East,Gold,0,4
75439,37,Female,23004,College,West,Gold,0,4
29720,26,Male,20262,College,East,Silver,1,4
38607,32,Male,7663,College,East,Regular,0,6
77127,32,Female,25381,HighSchool,East,Regular,1,6
97088,27,Female,43032,HighSchool,East,Regular,0,4
24627,28,Female,49884,College,West,Regular,0,4
61815,21,Female,18562,Bachelor,South,Regular,0,7
69756,21,Female,47312,Masters,West,Regular,1,6
11931,33,Male,37429,College,West,Silver,1,6
16161,30,Male,7688,HighSchool,West,Regular,1,6
47440,25,Male,23491,Masters,East,Regular,1,6
34606,27,Male,27710,College,East,Gold,0,6
14107,36,Female,10623,College,South,Regular,0,5
90651,32,Female,28903,Bachelor,West,Gold,0,6
98435,27,Female,17982,College,East,Regular,0,5
17503,32,Male,22512,Bachelor,South,Regular,0,6
63486,32,Male,47684,Bachelor,South,Gold,1,5
33076,28,Female,18201,College,South,Silver,1,5
79809,35,Female,14397,HighSchool,West,Regular,0,3
90791,31,Male,48600,College,West,Regular,0,4
93365,30,Female,26580,Bachelor,West,Regular,0,6
18293,34,Female,47088,College,South,Regular,0,6
43850,31,Male,20071,Bachelor,West,Silver,1,6
35068,28,Male,33446,College,West,Regular,0,7
61393,37,Female,34323,HighSchool,West,Regular,1,6
27382,29,Female,21273,Bachelor,East,Regular,0,6
85414,29,Female,14603,College,North,Regular,0,5
13798,27,Female,18723,Masters,East,Regular,0,5
1729,25,Female,31411,Masters,West,Regular,0,5
66101,27,Male,13241,College,East,Regular,0,4
7678,36,Male,35940,HighSchool,North,Regular,0,6
73315,26,Female,43630,Bachelor,South,Regular,0,4
69696,33,Female,42635,HighSchool,South,Silver,1,4
5439,23,Female,32077,Bachelor,East,Regular,0,4
73381,30,Male,28163,HighSchool,West,Silver,1,3
34591,26,Female,27761,HighSchool,North,Gold,1,6
8453,30,Female,26995,Bachelor,West,Regular,0,5
6235,33,Female,11016,College,East,Regular,0,3
56580,28,Female,26232,HighSchool,North,Regular,0,4
44069,25,Female,42964,HighSchool,South,Regular,0,6
73662,28,Female,42622,College,South,Regular,0,5
18242,28,Female,35495,College,North,Regular,0,5
72560,19,Female,25642,Bachelor,South,Regular,0,4
11373,26,Male,38843,Masters,East,Regular,0,6
53068,30,Female,8078,College,West,Regular,0,5
54397,29,Female,28675,Bachelor,East,Regular,0,6
60744,28,Male,12314,College,North,Regular,0,5
4233,34,Female,21360,College,West,Silver,1,5
66150,33,Female,47263,Masters,West,Regular,0,6
227,27,Male,30931,HighSchool,South,Regular,0,7
38051,32,Female,24883,Bachelor,West,Silver,0,7
75831,28,Female,22488,Bachelor,East,Regular,1,6
11713,27,Female,42549,HighSchool,East,Regular,1,5
89799,31,Male,11853,Masters,South,Regular,0,4
84722,31,Male,18442,College,East,Regular,1,4
11651,25,Male,20244,College,East,Silver,0,5
63793,19,Male,35005,College,South,Silver,0,5
18332,31,Female,47413,Bachelor,North,Regular,0,4
59465,36,Female,33852,College,South,Silver,1,6
31839,30,Female,26734,College,East,Regular,1,4
35888,33,Female,41495,HighSchool,West,Regular,0,6
70558,28,Female,28275,HighSchool,North,Regular,0,5
68842,30,Female,45100,Bachelor,North,Silver,1,4
44300,32,Male,31386,Masters,North,Regular,1,4
39432,31,Male,20248,Bachelor,South,Regular,1,4
71758,38,Female,48659,Masters,East,Regular,0,5
51267,29,Male,45211,College,East,Regular,0,5
49809,26,Male,30082,Bachelor,West,Silver,0,6
86689,26,Male,27641,HighSchool,South,Gold,0,5
61005,28,Female,44645,College,West,Regular,0,2
60771,36,Female,33765,College,South,Regular,0,6
88,32,Male,32621,College,West,Silver,1,4
77204,28,Male,18781,Bachelor,North,Regular,0,5
51988,25,Female,28968,Bachelor,North,Gold,0,5
82150,26,Male,24025,HighSchool,East,Silver,0,5
43734,31,Female,25597,Bachelor,North,Silver,0,5
95182,37,Male,9997,College,East,Regular,0,4
88477,26,Male,38505,College,North,Gold,1,6
62006,28,Female,30327,Bachelor,West,Regular,0,6
30884,31,Male,30053,College,East,Regular,0,5
50767,26,Male,34427,HighSchool,North,Silver,1,4
74956,31,Female,9923,College,South,Silver,0,4
12751,32,Male,31165,College,West,Regular,0,4
36507,33,Male,24203,College,North,Regular,1,6
9938,34,Female,35738,College,East,Silver,0,6
18374,24,Female,47355,College,North,Regular,0,5
92221,36,Male,17654,College,East,Regular,1,6
90730,32,Male,37403,Masters,South,Silver,0,7
12397,28,Male,38027,College,South,Silver,0,5
94922,30,Male,25257,College,East,Regular,1,4
33802,35,Female,49341,HighSchool,East,Silver,1,5
1231,26,Female,10000,Masters,South,Regular,0,6
20335,39,Female,17067,Masters,South,Silver,0,3
78044,35,Female,36845,College,South,Regular,0,6
40351,26,Female,22220,Masters,South,Silver,0,7
50863,32,Male,21352,Bachelor,West,Silver,1,5
65410,26,Male,46780,College,North,Silver,0,7
98466,21,Male,15468,Bachelor,North,Regular,0,5
83943,33,Female,7368,College,East,Regular,0,4
35641,29,Male,28631,Bachelor,East,Silver,1,5
76610,30,Female,29690,College,South,Regular,1,4
1046,25,Female,15834,Bachelor,West,Regular,1,5
97796,27,Female,16903,Bachelor,East,Regular,0,6
5938,31,Female,7913,Masters,East,Silver,0,7
57688,36,Male,8810,College,North,Regular,1,6
7896,22,Male,23610,HighSchool,South,Silver,1,4
87485,33,Female,49460,College,East,Regular,0,4
17571,33,Male,47216,Bachelor,South,Regular,0,4
53065,29,Female,44263,Bachelor,North,Regular,0,4
11142,33,Female,45421,Bachelor,South,Regular,0,6
96937,25,Male,18647,College,South,Regular,1,5
50491,29,Male,28900,HighSchool,East,Regular,1,5
33223,30,Female,5064,Masters,North,Regular,1,5
82507,38,Female,22850,College,North,Regular,1,8
36297,33,Female,12351,Bachelor,East,Regular,1,7
67925,29,Female,24357,HighSchool,North,Silver,0,6
94405,33,Male,38613,Bachelor,South,Regular,0,5
84993,35,Female,43383,College,South,Gold,0,5
62123,31,Male,5400,College,North,Regular,1,5
65744,30,Female,42772,College,East,Silver,1,6
40247,32,Male,7571,College,West,Regular,0,5
16362,33,Female,7664,Bachelor,West,Silver,0,5
55939,30,Male,24820,College,East,Regular,0,5
28675,23,Female,31345,Bachelor,West,Gold,0,3
23958,35,Female,28525,HighSchool,North,Regular,0,4
7859,31,Female,31033,Bachelor,South,Regular,1,4
94213,27,Male,28089,College,South,Regular,0,5
63352,23,Female,11299,Bachelor,East,Regular,0,4
50199,34,Female,13094,Bachelor,West,Regular,0,4
55239,26,Female,36599,College,South,Silver,0,5
98341,26,Female,43565,Bachelor,East,Regular,0,6
13706,25,Female,12151,Bachelor,East,Regular,0,4
13580,31,Female,42679,HighSchool,South,Regular,0,6
34571,26,Female,20143,HighSchool,South,Regular,1,5
93622,41,Female,15322,HighSchool,East,Regular,0,5
2105,32,Male,13243,Bachelor,East,Gold,0,7
74361,35,Male,40275,HighSchool,North,Regular,1,5
85889,39,Female,36631,HighSchool,South,Regular,0,7
99907,25,Female,43136,College,North,Silver,1,5
56430,31,Male,24310,College,East,Regular,1,3
86503,29,Female,44643,HighSchool,West,Regular,0,4
12470,27,Male,47345,HighSchool,East,Regular,1,5
14779,34,Male,19621,College,South,Regular,1,6
27544,27,Male,44182,Bachelor,East,Regular,0,4
97977,34,Female,18428,College,West,Regular,0,5
46123,34,Female,32637,HighSchool,East,Regular,0,6
49369,33,Female,22837,HighSchool,North,Regular,0,5
1333,29,Female,26339,College,East,Regular,0,5
2361,32,Female,9838,Bachelor,East,Gold,1,5
82418,31,Female,15645,Masters,East,Silver,1,6
45149,29,Female,25202,Masters,South,Regular,0,5
7842,27,Female,7264,Bachelor,East,Regular,1,5
86291,37,Male,19524,College,South,Regular,0,5
36035,26,Female,18276,College,South,Silver,0,7
18146,41,Male,40287,HighSchool,East,Regular,0,5
70746,21,Male,31214,College,East,Silver,0,6
78804,23,Female,6580,College,West,Regular,0,7
94236,36,Male,38849,College,West,Regular,0,4
52491,31,Female,33800,Masters,East,Regular,1,3
88895,35,Female,5587,College,East,Silver,0,6
59269,31,Male,17654,College,North,Gold,0,5
19663,33,Female,31833,College,West,Regular,0,5
49826,28,Male,17712,Bachelor,East,Regular,0,5
1323,39,Female,47341,Bachelor,North,Regular,1,7
37624,33,Female,27760,Masters,West,Regular,0,4
20087,30,Female,35236,Masters,West,Gold,0,6
88366,32,Female,37201,College,West,Silver,0,5
92896,24,Male,25414,Bachelor,South,Regular,0,3
69588,29,Male,5797,College,South,Regular,0,7
26587,29,Female,37168,College,East,Regular,1,4
39879,37,Female,35394,College,West,Regular,0,2
75299,42,Female,28291,Bachelor,South,Regular,0,6
53979,28,Male,47667,College,East,Silver,0,4
49674,28,Male,23418,HighSchool,East,Silver,1,4
75962,37,Male,26685,Bachelor,North,Silver,1,6
25356,31,Male,18914,College,East,Regular,1,5
27734,32,Male,17892,College,East,Regular,0,5
18006,30,Male,34848,HighSchool,North,Silver,0,5
22673,30,Female,33002,College,East,Regular,0,6
50381,36,Male,43347,Bachelor,South,Silver,1,4
59039,29,Male,6718,Masters,West,Regular,0,7
43445,33,Female,34225,HighSchool,East,Regular,0,5
2281,26,Female,40977,Bachelor,East,Silver,0,4
77965,32,Female,8374,College,West,Regular,0,4
96126,27,Male,18996,Bachelor,North,Regular,1,5
77648,32,Female,7622,College,West,Regular,0,5
31432,31,Male,48743,College,East,Silver,0,4
31923,42,Male,6824,HighSchool,West,Regular,1,3
15809,27,Male,21045,College,West,Regular,0,5
85542,31,Female,5200,Masters,South,Regular,0,6
15496,29,Female,10110,College,West,Regular,0,6
77432,26,Female,32883,College,West,Silver,1,5
57937,34,Female,29114,Masters,East,Regular,0,3
18950,35,Female,32206,Bachelor,South,Regular,0,4
22584,25,Female,25746,HighSchool,East,Silver,1,5
6749,31,Female,12690,HighSchool,South,Silver,1,4
80574,32,Female,33516,College,East,Gold,0,3
53071,35,Female,45925,Masters,North,Silver,1,6
1403,33,Male,20073,College,South,Silver,1,5
37782,22,Male,35333,College,South,Regular,0,4
64680,17,Female,25051,Bachelor,North,Regular,0,4
79961,25,Female,32441,Bachelor,South,Regular,1,6
23788,30,Female,45543,College,North,Regular,0,6
30419,22,Female,10498,Bachelor,South,Silver,0,5
59035,37,Male,32126,HighSchool,East,Silver,0,4
20331,35,Female,19605,College,South,Regular,1,4
95653,31,Female,7617,College,North,Regular,0,4
884,35,Female,38905,Bachelor,West,Regular,1,5
41516,29,Female,41565,College,West,Regular,1,4
14039,27,Male,30112,College,West,Regular,1,6
44970,36,Male,38533,College,North,Gold,0,4
32866,28,Male,31656,College,North,Silver,0,5
79369,33,Female,29386,Bachelor,North,Regular,0,4
3254,35,Female,32334,HighSchool,South,Silver,0,4
2938,25,Male,41772,College,South,Regular,0,7
36839,26,Female,18685,Masters,South,Regular,0,6
25040,33,Male,33995,Masters,East,Silver,0,3
23395,29,Female,37652,College,East,Regular,0,4
